day,Hole ID,Depth (m),Neutron Count (MD),Theta
2016-08-26,507,1.12,4768,0.21346400000000001
2016-08-26,507,1.43,4649,0.207752
2016-08-26,508,0.21,4773,0.213704
2016-08-26,508,0.51,6702,0.306296
2016-08-26,508,0.82,6552,0.29909600000000003
2016-08-26,508,1.12,7043,0.32269600000000004
2016-08-26,508,1.43,7231,0.33168800000000004
2016-08-26,MN-1,0.19,3034,0.130232
2016-08-26,MN-1,0.5,5374,0.242552
2016-08-26,MN-1,0.8,4841,0.216968
2016-08-26,MN-1,1.11,5007,0.22496799999999997
2016-08-26,MN-1,1.41,5419,0.24471199999999999
2016-08-26,MN-1,1.72,6329,0.288392
2016-08-26,MN-1,2.02,7171,0.328808
2016-08-26,MS-4,0.2,3141,0.13536800000000002
2016-08-26,MS-4,0.5,3863,0.170024
2016-08-26,MS-4,0.81,4726,0.211448
2016-08-26,MS-4,1.11,4741,0.21220000000000003
2016-08-26,MS-4,1.42,5206,0.234488
2016-08-26,MS-4,1.72,5924,0.268952
2016-08-26,standard counts,0.0,7559,
2016-09-17,500,0.09,1286,0.062692
2016-09-17,500,0.4,4253,0.276316
2016-09-17,500,0.7,4752,0.312244
2016-09-17,500,1.01,4498,0.29397999999999996
2016-09-17,500,1.31,4630,0.30346
2016-09-17,500,1.62,4085,0.26421999999999995
2016-09-17,500,1.92,4462,0.291364
2016-09-17,500,2.23,4851,0.319372
2016-09-17,501,0.07,1197,0.056284
2016-09-17,501,0.37,4201,0.272572
2016-09-17,501,0.68,4656,0.305332
2016-09-17,501,0.98,4858,0.319876
2016-09-17,501,1.29,4610,0.30201999999999996
2016-09-17,501,1.59,4476,0.29237199999999997
2016-09-17,501,1.9,4149,0.268828
2016-09-17,501,2.2,3942,0.253924
2016-09-17,501,2.51,4079,0.263788
2016-09-17,501,2.81,4175,0.2707
2016-09-17,501,3.12,4199,0.272428
2016-09-17,501,3.42,4445,0.29014
2016-09-17,501,3.73,4585,0.30022
2016-09-17,501,4.03,5411,0.359692
2016-09-17,501,4.34,4847,0.31908400000000003
2016-09-17,501,4.64,5548,0.369556
2016-09-17,501,4.95,5834,0.390148
2016-09-17,501,5.25,5770,0.38554
2016-09-17,501,5.56,5637,0.37596399999999996
2016-09-17,501,5.86,5866,0.392452
2016-09-17,501,6.17,6276,0.421972
2016-09-17,501,6.47,5646,0.376612
2016-09-17,501,6.78,5390,0.35818
2016-09-17,501,7.08,5387,0.357964
2016-09-17,501,7.38,4256,0.276532
2016-09-17,501,7.69,4486,0.293092
2016-09-17,501,7.99,4244,0.27566799999999997
2016-09-17,501,8.3,4027,0.260044
2016-09-17,501,8.6,4042,0.26112399999999997
2016-09-17,501,8.91,4728,0.31051599999999996
2016-09-17,501,9.21,6115,0.41038
2016-09-17,502,0.13,2139,0.087272
2016-09-17,502,0.44,4817,0.21581599999999998
2016-09-17,502,0.74,5076,0.228248
2016-09-17,502,1.05,5921,0.26883999999999997
2016-09-17,502,1.35,5449,0.246152
2016-09-17,502,1.66,5548,0.250904
2016-09-17,502,1.96,5719,0.259112
2016-09-17,503,0.2,2605,0.15766
2016-09-17,503,0.5,3628,0.231316
2016-09-17,503,0.81,3742,0.239524
2016-09-17,503,1.11,3775,0.241924
2016-09-17,503,1.42,3856,0.247732
2016-09-17,503,1.72,3776,0.241972
2016-09-17,503,2.03,3997,0.257884
2016-09-17,503,2.33,3684,0.235348
2016-09-17,503,2.64,3724,0.23822800000000002
2016-09-17,503,2.94,3978,0.25651599999999997
2016-09-17,503,3.25,3826,0.24557199999999998
2016-09-17,503,3.55,3857,0.247804
2016-09-17,503,3.86,3817,0.24492399999999998
2016-09-17,503,4.16,3804,0.243988
2016-09-17,503,4.47,3932,0.253204
2016-09-17,503,4.77,4093,0.26479600000000003
2016-09-17,503,5.08,3941,0.253852
2016-09-17,503,5.38,4044,0.261268
2016-09-17,503,5.69,4036,0.26069200000000003
2016-09-17,503,5.99,4030,0.26026
2016-09-17,503,6.3,4199,0.272428
2016-09-17,503,6.6,4108,0.265876
2016-09-17,503,7.01,4205,0.27286
2016-09-17,503,7.29,4175,0.2707
2016-09-17,503,7.51,4018,0.259396
2016-09-17,505,0.21,2996,0.128408
2016-09-17,505,0.51,4171,0.184808
2016-09-17,505,0.82,3852,0.169496
2016-09-17,505,1.12,4332,0.19255200000000003
2016-09-17,505,1.43,4265,0.18932000000000002
2016-09-17,505,1.73,4383,0.194984
2016-09-17,505,2.04,4426,0.197048
2016-09-17,505,2.34,4510,0.20108
2016-09-17,505,2.65,4163,0.184424
2016-09-17,505,2.95,4101,0.181448
2016-09-17,505,3.26,4507,0.200936
2016-09-17,505,3.56,4454,0.198392
2016-09-17,505,3.87,4613,0.20602399999999998
2016-09-17,505,4.17,4993,0.224264
2016-09-17,505,4.48,4943,0.22186399999999998
2016-09-17,505,4.78,5275,0.2378
2016-09-17,505,5.09,5086,0.22872800000000001
2016-09-17,505,5.39,5266,0.237368
2016-09-17,505,5.7,5129,0.230792
2016-09-17,505,6.0,5186,0.233528
2016-09-17,506,0.2,3301,0.20777199999999998
2016-09-17,506,0.51,4568,0.298996
2016-09-17,506,0.81,4491,0.293452
2016-09-17,506,1.12,4720,0.30998800000000004
2016-09-17,506,1.42,5057,0.334204
2016-09-17,506,1.73,5448,0.362356
2016-09-17,506,2.03,5098,0.337156
2016-09-17,506,2.34,5390,0.35818
2016-09-17,506,2.64,5432,0.36120399999999997
2016-09-17,506,2.95,5295,0.35134
2016-09-17,506,3.25,5930,0.39705999999999997
2016-09-17,507,0.21,4343,0.193064
2016-09-17,507,0.51,5548,0.250904
2016-09-17,507,0.82,4865,0.21811999999999998
2016-09-17,507,1.12,4845,0.21716
2016-09-17,507,1.43,4688,0.20962399999999998
2016-09-17,508,0.21,4490,0.20012
2016-09-17,508,0.51,6611,0.30192800000000003
2016-09-17,508,0.82,6415,0.29252
2016-09-17,508,1.12,7008,0.32101599999999997
2016-09-17,508,1.43,7319,0.335912
2016-09-17,MN-1,0.19,3114,0.134072
2016-09-17,MN-1,0.5,5306,0.239288
2016-09-17,MN-1,0.8,4665,0.20851999999999998
2016-09-17,MN-1,1.11,4918,0.220696
2016-09-17,MN-1,1.41,5347,0.241256
2016-09-17,MN-1,1.72,6273,0.285704
2016-09-17,MN-1,2.02,7062,0.32357600000000003
2016-09-17,MS-4,0.2,3161,0.136328
2016-09-17,MS-4,0.5,3719,0.16311199999999998
2016-09-17,MS-4,0.81,4668,0.208664
2016-09-17,MS-4,1.11,4777,0.213896
2016-09-17,MS-4,1.42,5229,0.235592
2016-09-17,MS-4,1.72,5999,0.272552
2016-09-17,standard counts,0.0,7524,
