day,Hole ID,Depth Below Surface [m],Neutron Count (MD)
2016-09-17,506,0.8763000000000001,4491
2016-09-17,506,1.1811,4720
2016-09-17,506,1.4859000000000002,5057
2016-09-17,506,1.7907,5448
2016-09-17,506,2.0955000000000004,5098
2016-09-17,506,2.4003000000000005,5390
2016-09-17,506,2.7051,5432
2016-09-17,506,3.0099,5295
2016-09-17,506,3.3147,5930
2016-09-17,507,0.26670000000000005,4343
2016-09-17,507,0.5715000000000001,5548
2016-09-17,507,0.8763000000000001,4865
2016-09-17,507,1.1811,4845
2016-09-17,507,1.4859000000000002,4688
2016-09-17,508,0.26670000000000005,4490
2016-09-17,508,0.5715000000000001,6611
2016-09-17,508,0.8763000000000001,6415
2016-09-17,508,1.1811,7008
2016-09-17,508,1.4859000000000002,7319
2016-09-17,MN-1,0.26670000000000005,3114
2016-09-17,MN-1,0.5715000000000001,5306
2016-09-17,MN-1,0.8763000000000001,4665
2016-09-17,MN-1,1.1811,4918
2016-09-17,MN-1,1.4859000000000002,5347
2016-09-17,MN-1,1.7907,6273
2016-09-17,MN-1,2.0955000000000004,7062
2016-09-17,MS-4,0.26670000000000005,3161
2016-09-17,MS-4,0.5715000000000001,3719
2016-09-17,MS-4,0.8763000000000001,4668
2016-09-17,MS-4,1.1811,4777
2016-09-17,MS-4,1.4859000000000002,5229
2016-09-17,MS-4,1.7907,5999
